file,lines,line_span,classification,reason
"src/server/features/memory/embeddings/cache.ts","183","1-183","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/embeddings/conversation-ingestion.ts","48","1-48","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/embeddings/queue.ts","262","1-262","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/embeddings/search.test.ts","64","1-64","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/embeddings/search.ts","902","1-902","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/embeddings/service.ts","351","1-351","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/lifecycle/policy.ts","29","1-29","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/retrieval/orchestrator.ts","195","1-195","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/service.ts","231","1-231","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/structured/service.ts","507","1-507","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/notifications/README.md","169","1-169","PRUNE_MVP","Notification subsystem can be removed for chat-first MVP launch."
"src/server/features/notifications/create.test.ts","78","1-78","PRUNE_MVP","Notification subsystem can be removed for chat-first MVP launch."
"src/server/features/notifications/create.ts","95","1-95","PRUNE_MVP","Notification subsystem can be removed for chat-first MVP launch."
"src/server/features/notifications/generator.test.ts","91","1-91","PRUNE_MVP","Notification subsystem can be removed for chat-first MVP launch."
"src/server/features/notifications/generator.ts","113","1-113","PRUNE_MVP","Notification subsystem can be removed for chat-first MVP launch."
"src/server/features/policy-plane/canonical-schema.ts","208","1-208","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (slack, discord, telegram, surfaces); refactor to Google/web-only."
"src/server/features/policy-plane/compiler.ts","336","1-336","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (slack, discord, telegram, surfaces); refactor to Google/web-only."
"src/server/features/policy-plane/pdp.ts","558","1-558","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (slack, discord, telegram, surfaces); refactor to Google/web-only."
"src/server/features/policy-plane/system-config.ts","353","1-353","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft); refactor to Google/web-only."
"src/server/features/referrals/README.md","7","1-7","PRUNE_MVP","Referral growth feature outside MVP scope."
"src/server/features/reply-tracker/README.md","12","1-12","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/ai/check-if-needs-reply.ts","92","1-92","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/ai/determine-thread-status.test.ts","96","1-96","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/ai/determine-thread-status.ts","213","1-213","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/ai/draft-follow-up.ts","145","1-145","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/ai/draft-reply.ts","272","1-272","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/ai/generate-nudge.ts","56","1-56","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/ai/reply-context-collector.ts","160","1-160","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/check-sender-reply-history.ts","59","1-59","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/conversation-status-config.ts","23","1-23","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/draft-tracking.ts","288","1-288","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/generate-draft.test.ts","232","1-232","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/generate-draft.ts","319","1-319","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/handle-conversation-status.ts","170","1-170","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/handle-outbound.ts","83","1-83","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/label-helpers.test.ts","346","1-346","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/label-helpers.ts","241","1-241","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/outbound.test.ts","82","1-82","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/outbound.ts","130","1-130","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/search/README.md","13","1-13","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/backfill.ts","133","1-133","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/chunking.ts","37","1-37","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/index.ts","5","1-5","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/ingestors/calendar.ts","107","1-107","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/ingestors/email.ts","129","1-129","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/ingestors/memory.ts","163","1-163","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/ingestors/rule.ts","110","1-110","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/queue.ts","171","1-171","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/repository.ts","751","1-751","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/types.ts","52","1-52","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/calibration.test.ts","97","1-97","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/calibration.ts","192","1-192","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/query.test.ts","171","1-171","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/query.ts","358","1-358","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/ranking.test.ts","72","1-72","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/ranking.ts","368","1-368","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/service.test.ts","234","1-234","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/service.ts","1034","1-1034","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/types.ts","133","1-133","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/weights.test.ts","70","1-70","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/weights.ts","170","1-170","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/tasks/triage/TaskTriageService.test.ts","181","1-181","PRUNE_MVP","Task triage workflow is outside inbox/calendar MVP scope."
"src/server/features/tasks/triage/TaskTriageService.ts","135","1-135","PRUNE_MVP","Task triage workflow is outside inbox/calendar MVP scope."
"src/server/features/tasks/triage/audit.test.ts","69","1-69","PRUNE_MVP","Task triage workflow is outside inbox/calendar MVP scope."
"src/server/features/tasks/triage/audit.ts","99","1-99","PRUNE_MVP","Task triage workflow is outside inbox/calendar MVP scope."
"src/server/features/tasks/triage/context.test.ts","140","1-140","PRUNE_MVP","Task triage workflow is outside inbox/calendar MVP scope."
"src/server/features/tasks/triage/context.ts","167","1-167","PRUNE_MVP","Task triage workflow is outside inbox/calendar MVP scope."
"src/server/features/webhooks/README.md","13","1-13","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (outlook); refactor to Google/web-only."
"src/server/features/webhooks/error-handler.test.ts","174","1-174","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (outlook); refactor to Google/web-only."
"src/server/features/webhooks/process-history-item.test.ts","327","1-327","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (outlook); refactor to Google/web-only."
"src/server/features/webhooks/process-history-item.ts","238","1-238","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (outlook); refactor to Google/web-only."
"src/server/integrations/google/mail.ts","351","1-351","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (outlook); refactor to Google/web-only."
"src/server/integrations/microsoft/README.md","23","1-23","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/attachment.ts","16","1-16","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/batch.ts","278","1-278","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/calendar-client.ts","198","1-198","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/calendar-sync.ts","113","1-113","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/calendar.ts","556","1-556","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/client.ts","291","1-291","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/constants.ts","2","1-2","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/contact.ts","59","1-59","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/draft.ts","129","1-129","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/errors.test.ts","76","1-76","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/errors.ts","39","1-39","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/filter.ts","353","1-353","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/folders.test.ts","478","1-478","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/folders.ts","210","1-210","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/label.ts","588","1-588","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/mail.ts","405","1-405","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/message.test.ts","346","1-346","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/message.ts","751","1-751","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/odata-escape.test.ts","59","1-59","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/odata-escape.ts","21","1-21","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/reply.test.ts","147","1-147","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/reply.ts","76","1-76","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/retry.test.ts","222","1-222","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/retry.ts","211","1-211","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/scopes.ts","27","1-27","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/spam.ts","112","1-112","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/subscription-history.test.ts","268","1-268","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/subscription-history.ts","127","1-127","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/subscription-manager.test.ts","305","1-305","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/subscription-manager.ts","307","1-307","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/thread.ts","224","1-224","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/trash.ts","120","1-120","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/microsoft/watch.ts","46","1-46","PRUNE_MVP","Non-Google provider integration (Microsoft/Outlook)."
"src/server/integrations/slack/README.md","13","1-13","PRUNE_MVP","Non-MVP chat connector integration (Slack)."
"src/server/integrations/slack/constants.ts","3","1-3","PRUNE_MVP","Non-MVP chat connector integration (Slack)."
"src/server/integrations/slack/oauth.ts","94","1-94","PRUNE_MVP","Non-MVP chat connector integration (Slack)."
"src/server/lib/account-linking.ts","30","1-30","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft, outlook); refactor to Google/web-only."
"src/server/lib/account.ts","173","1-173","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft, outlook); refactor to Google/web-only."
"src/server/lib/assess.ts","177","1-177","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft, outlook); refactor to Google/web-only."
"src/server/lib/config.ts","29","1-29","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft); refactor to Google/web-only."
"src/server/lib/email.ts","159","1-159","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (outlook); refactor to Google/web-only."
"src/server/lib/error.ts","391","1-391","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft, outlook); refactor to Google/web-only."
"src/server/lib/linking.ts","173","1-173","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (surfaces); refactor to Google/web-only."
"src/server/lib/mail.test.ts","266","1-266","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (outlook); refactor to Google/web-only."
"src/server/lib/mail.ts","139","1-139","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (outlook); refactor to Google/web-only."
"src/server/lib/middleware.ts","467","1-467","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft); refactor to Google/web-only."
"src/server/lib/oauth/account-linking.ts","103","1-103","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft); refactor to Google/web-only."
"src/server/lib/parse/cta.test.ts","130","1-130","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (slack); refactor to Google/web-only."
"src/server/lib/parse/cta.ts","23","1-23","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (slack); refactor to Google/web-only."
"src/server/lib/redis/clean.ts","185","1-185","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (surfaces); refactor to Google/web-only."
"src/server/lib/similarity-score.test.ts","303","1-303","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (outlook); refactor to Google/web-only."
"src/server/lib/similarity-score.ts","96","1-96","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (outlook); refactor to Google/web-only."
"src/server/lib/surfaces-client.ts","65","1-65","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (slack, discord, telegram, surfaces); refactor to Google/web-only."
"src/server/lib/surfaces-url.ts","25","1-25","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (surfaces); refactor to Google/web-only."
"src/server/lib/terminology.ts","43","1-43","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft, outlook); refactor to Google/web-only."
"src/server/lib/types.ts","141","1-141","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft, outlook); refactor to Google/web-only."
"src/server/lib/url.test.ts","191","1-191","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft, outlook); refactor to Google/web-only."
"src/server/lib/url.ts","105","1-105","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft, outlook); refactor to Google/web-only."
"src/server/packages/resend/emails/digest.tsx","681","1-681","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (slack, discord); refactor to Google/web-only."
"src/server/scripts/verify_rlm.ts","143","1-143","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (slack); refactor to Google/web-only."
"src/server/workers/README.md","17","1-17","PRUNE_MVP","Worker bootstrap only used for surfaces runtime."
"src/server/workers/index.ts","15","1-15","PRUNE_MVP","Worker bootstrap only used for surfaces runtime."
"src/server/workers/surfaces/README.md","30","1-30","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/connectors/discord/index.test.ts","27","1-27","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/connectors/discord/index.ts","449","1-449","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/connectors/slack/index.test.ts","27","1-27","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/connectors/slack/index.ts","1412","1-1412","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/connectors/telegram/index.test.ts","25","1-25","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/connectors/telegram/index.ts","432","1-432","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/db/prisma.ts","29","1-29","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/db/redis.ts","51","1-51","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/delivery.ts","98","1-98","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/entrypoint.ts","6","1-6","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/env.ts","96","1-96","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/external-modules.d.ts","55","1-55","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/index.test.ts","76","1-76","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/index.ts","627","1-627","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/jobs/README.md","58","1-58","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/jobs/calendar-reconcile.ts","32","1-32","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/jobs/decay-worker.ts","87","1-87","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/jobs/embedding-worker.ts","78","1-78","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/jobs/recording-worker.ts","148","1-148","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/jobs/scheduler.ts","231","1-231","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/platform-status.ts","64","1-64","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/transport/brain-ingress.ts","531","1-531","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
"src/server/workers/surfaces/utils.ts","365","1-365","PRUNE_MVP","Cross-surface worker runtime outside MVP scope."
